EAR,PUC,MAR,MOE,drowsy
0.33,80.7,0.2,1.48,0
0.28,96.1,0.19,0.66,0
0.31,92.9,0.22,0.94,0
0.31,77.3,0.27,1.48,0
0.33,80.1,0.26,1.46,0
0.26,94.6,0.33,1.33,0
0.31,78.7,0.21,0.67,0
0.27,90.3,0.3,1.4,0
0.35,83.5,0.19,1.31,0
0.3,88.4,0.3,1.15,0
0.33,87.8,0.27,0.73,0
0.35,97.5,0.27,1.24,0
0.36,88.8,0.26,1.09,0
0.25,75.3,0.19,1.23,0
0.34,94.7,0.33,0.91,0
0.32,81.4,0.32,1.04,0
0.33,94.3,0.28,1.35,0
0.3,85.3,0.29,1.12,0
0.25,87.3,0.28,0.69,0
0.32,93.9,0.29,1.1,0
0.28,77.7,0.23,1.18,0
0.33,78.2,0.3,1.39,0
0.31,95.5,0.26,1.24,0
0.33,76.8,0.26,0.64,0
0.26,79.2,0.24,1.34,0
0.35,96,0.26,0.85,0
0.3,78.5,0.31,1.19,0
0.33,87.5,0.22,1.22,0
0.33,81.3,0.24,1.36,0
0.29,95.3,0.19,1.35,0
0.34,80.2,0.33,0.81,0
0.25,97.5,0.32,1.01,0
0.24,86.9,0.31,0.66,0
0.25,81.9,0.26,1.17,0
0.25,81.9,0.31,1.44,0
0.24,87.4,0.3,0.91,0
0.28,78.8,0.31,0.71,0
0.27,89,0.27,1.24,0
0.28,87.8,0.34,1.38,0
0.28,83.8,0.2,1.06,0
0.28,84.5,0.22,0.63,0
0.27,82.5,0.34,1.19,0
0.24,81.6,0.24,1.25,0
0.3,82.2,0.23,1,0
0.33,84.1,0.26,1.13,0
0.35,95.5,0.2,1.06,0
0.34,75.2,0.31,1.17,0
0.25,84.7,0.34,1.44,0
0.26,77.3,0.21,1.29,0
0.32,77.5,0.21,1.47,0
0.3,90.7,0.25,0.94,0
0.26,85.9,0.25,0.64,0
0.31,82.7,0.19,0.95,0
0.35,92,0.25,1.3,0
0.28,78.5,0.23,1.47,0
0.25,80.5,0.19,0.7,0
0.31,88.5,0.28,0.94,0
0.27,92.7,0.32,1.13,0
0.35,76.6,0.22,0.89,0
0.36,82.1,0.19,1.38,0
0.27,77.7,0.21,1.47,0
0.26,85.7,0.33,1.32,0
0.26,77.3,0.3,0.91,0
0.36,81.6,0.2,1.13,0
0.32,95.4,0.29,0.6,0
0.24,90.7,0.24,1.24,0
0.29,85.1,0.26,1.42,0
0.32,80.8,0.32,1.06,0
0.3,80.2,0.21,1,0
0.34,92.6,0.34,0.66,0
0.32,89.1,0.31,0.79,0
0.29,77.3,0.22,0.84,0
0.25,82,0.2,0.94,0
0.31,75.5,0.3,0.75,0
0.26,92.2,0.25,1.48,0
0.26,85.3,0.21,1.48,0
0.26,84.7,0.27,1.16,0
0.32,91.7,0.18,0.8,0
0.28,83.6,0.21,0.79,0
0.34,79.8,0.19,0.65,0
0.32,97.6,0.31,1.21,0
0.27,75.4,0.19,1.29,0
0.25,85.4,0.24,0.81,0
0.23,54,0.4,2.2,1
0.17,67.1,0.57,1.89,1
0.14,50,0.49,2,1
0.15,40.3,0.53,3.07,1
0.11,68.9,0.49,2.18,1
0.17,42.2,0.47,2.32,1
0.21,51.5,0.54,2.73,1
0.21,41.1,0.5,3.13,1
0.11,67.4,0.47,2.75,1
0.17,43.5,0.39,3.03,1
0.22,60.6,0.36,3.33,1
0.11,44.3,0.57,1.89,1
0.2,62.6,0.52,2.16,1
0.11,53.1,0.45,3.41,1
0.12,63.6,0.55,2.59,1
0.16,44.8,0.42,2.33,1
0.13,72.8,0.44,1.9,1
0.11,49,0.57,1.97,1
0.11,53.8,0.51,2.89,1
0.18,63.6,0.42,3.47,1
0.11,61.2,0.53,2.89,1
0.18,56.5,0.43,2.63,1
0.2,69.5,0.37,2.32,1
0.14,55.9,0.56,2.09,1
0.17,62.4,0.39,2.93,1
0.15,68.1,0.53,1.89,1
0.18,57,0.39,3.08,1
0.19,57.6,0.47,3.25,1
0.2,57.7,0.42,2.76,1
0.11,73.6,0.47,1.68,1
0.11,65.8,0.59,1.82,1
0.17,56.8,0.4,1.9,1
0.12,69.3,0.44,1.79,1
0.14,69.8,0.55,2.91,1
0.12,68,0.5,2.22,1
0.12,56.3,0.55,2.98,1
0.15,46.6,0.38,2.44,1
0.21,41.3,0.44,2.99,1
0.14,68.4,0.42,2.12,1
0.19,43.5,0.48,2.72,1
0.11,51.2,0.53,3.42,1
0.17,51.7,0.53,2.94,1
0.13,47.3,0.57,3.25,1
0.21,71.7,0.5,2.68,1
0.16,48.4,0.59,2.61,1
0.17,64.4,0.6,2.52,1
0.17,49.8,0.47,1.58,1
0.18,65.2,0.42,3.07,1
0.13,59.4,0.38,2.99,1
0.1,70.8,0.44,1.63,1
0.19,40.5,0.57,2.17,1
0.11,73,0.6,1.65,1
0.17,62.9,0.46,2.84,1
0.11,66.9,0.47,2.44,1
0.14,60.4,0.37,3.34,1
0.17,48.4,0.39,2.21,1
0.15,51.2,0.46,3.42,1
0.15,49.7,0.56,1.59,1
0.17,69.6,0.47,2.57,1
0.17,68.8,0.43,2.65,1
0.12,58.2,0.42,2.93,1
0.19,50.9,0.43,3.14,1
0.17,61.5,0.5,2.07,1
0.11,55,0.43,1.79,1
0.16,49.7,0.49,2.41,1
0.18,48.2,0.46,2.48,1
0.18,67.4,0.57,3.46,1
0.22,50.3,0.41,2.31,1
0.19,55.6,0.51,1.89,1
0.13,41.1,0.45,3.19,1
0.13,56,0.48,3.19,1
0.23,70,0.4,2,1
0.16,68.2,0.53,1.89,1
0.13,62,0.38,2.17,1
0.21,54.1,0.43,2.83,1
0.15,41.7,0.54,2.06,1
0.17,51.1,0.5,1.71,1
0.18,62.8,0.37,2.48,1
0.18,55.7,0.45,2.28,1
0.11,43.2,0.47,2.22,1
0.17,47.8,0.59,3.45,1
0.2,42.1,0.55,2.93,1
0.14,72.3,0.56,1.94,1
0.13,48.9,0.53,1.93,1
0.2,71.9,0.37,2.22,1
0.14,67.4,0.51,1.78,1
0.12,43.6,0.38,3.15,1
0.22,45.8,0.48,1.93,1
0.17,63.6,0.41,2.18,1
0.11,40.1,0.5,2.03,1
0.22,50.2,0.46,2.2,1
0.15,52.5,0.53,2.18,1
0.11,53,0.36,1.82,1
0.16,51.4,0.49,3.15,1
0.17,62,0.39,3.4,1
0.16,68.2,0.43,1.58,1
0.23,73,0.44,1.87,1
0.17,53.9,0.38,2.69,1
0.1,73.5,0.53,2.17,1
0.14,69.3,0.39,3.49,1
0.1,59.8,0.47,2.82,1
0.17,54,0.43,1.57,1
0.21,47.5,0.37,1.58,1
0.13,68.6,0.38,3.18,1
0.14,67,0.5,2.26,1
0.22,40.7,0.38,2.92,1
0.13,46.1,0.39,2.37,1
0.12,67.8,0.39,2.29,1
0.21,47.2,0.56,1.95,1
0.21,43.9,0.59,1.73,1
0.17,48.4,0.42,2.77,1
0.15,68.7,0.53,1.77,1
0.1,48.6,0.5,3.03,1
0.15,47.7,0.4,2.95,1
0.22,69.4,0.48,3.03,1
0.1,57.9,0.53,3.44,1
0.13,54.1,0.38,1.68,1
0.14,56.5,0.47,3,1
0.13,41.2,0.45,2.49,1
0.11,51.4,0.43,2.55,1
0.22,55.4,0.58,3.33,1
0.21,70,0.45,2.97,1
0.14,61.7,0.41,3.13,1
0.11,50.8,0.45,2.01,1
0.17,42.1,0.37,2.7,1
0.13,70.1,0.38,1.85,1
0.21,65.4,0.42,3.16,1
0.21,66.2,0.57,2.48,1
0.19,66.9,0.39,2.31,1
0.23,64.1,0.42,2.92,1
0.2,59.9,0.39,3.36,1
0.11,62.3,0.55,2.34,1
0.18,67.9,0.46,3.01,1
0.23,60.9,0.48,1.79,1
0.19,45.4,0.37,1.51,1
0.18,42.3,0.39,3.44,1
0.21,60.5,0.52,2.39,1
0.11,64.7,0.59,2.52,1
0.22,57.6,0.36,1.71,1
0.23,45.1,0.48,1.87,1
0.13,44.1,0.6,3.11,1
0.17,67.8,0.48,1.91,1
0.21,45.2,0.48,2.95,1
0.21,60.7,0.57,2.46,1
0.22,52.7,0.37,2.38,1
0.22,71.8,0.5,1.81,1
0.13,49.2,0.45,2.41,1
0.2,69.3,0.54,3.4,1
0.22,73.2,0.56,2.4,1
0.14,72.2,0.41,2.49,1
0.19,53.8,0.44,3.35,1
0.18,41.6,0.44,3.21,1
0.18,43.1,0.55,1.58,1
0.22,51.6,0.46,1.9,1
0.12,68.7,0.36,2.87,1
0.14,56,0.56,3.07,1
0.22,40.6,0.46,2.48,1
0.14,45.7,0.44,2.34,1
0.22,44.2,0.46,2.18,1
0.19,40.8,0.43,2.97,1
0.14,42,0.46,2.59,1
0.13,72.5,0.4,2.11,1
0.16,69.4,0.55,2.94,1
0.21,68.3,0.51,3.37,1
0.17,72.2,0.57,3.18,1
0.17,58.3,0.55,2.84,1
0.23,55.5,0.43,2.79,1
0.14,45.8,0.51,3.47,1
0.21,62,0.36,3.18,1
0.16,71.7,0.45,1.71,1
0.12,49.5,0.46,2.86,1
0.21,61.7,0.49,3.1,1
0.15,72,0.44,3.07,1
0.12,44.3,0.41,1.75,1
0.15,51.4,0.37,1.97,1
0.15,59.4,0.47,3.15,1
0.17,59.6,0.48,3.27,1
0.15,69.9,0.37,3.07,1
0.12,42.3,0.46,2.11,1
0.14,54.8,0.51,3.11,1
0.18,67.6,0.39,2.17,1
0.2,41.1,0.38,2.59,1
0.12,65.5,0.41,2.41,1
0.2,66.8,0.51,3.16,1
0.12,59.8,0.38,3.1,1
0.16,62.4,0.53,1.6,1
0.2,64.9,0.49,1.89,1
0.12,60,0.4,2.79,1
0.16,56.7,0.52,1.67,1
0.12,63.4,0.42,2.56,1
0.13,70.6,0.43,2.43,1
0.15,51.5,0.44,3.48,1
0.15,49.5,0.52,2.92,1
0.12,73.5,0.55,2.7,1
0.18,72,0.52,3.22,1
0.14,56.1,0.48,1.57,1
0.12,65.1,0.39,2.65,1
0.17,42.7,0.57,2.15,1
0.18,64.4,0.46,1.82,1
0.12,72.1,0.42,2.76,1
0.22,73.7,0.43,1.78,1
0.2,54.9,0.4,1.58,1
0.21,49.3,0.51,3.06,1
0.14,63,0.51,2.9,1
0.14,61,0.46,2.49,1
0.21,51.3,0.57,1.75,1
0.18,58.3,0.39,2.98,1
0.11,70.3,0.52,2.55,1
0.15,68.7,0.55,1.93,1
0.14,57.9,0.53,1.69,1
0.19,65,0.55,3.38,1
0.19,41.8,0.55,2.89,1
0.15,68,0.49,2.31,1
0.13,71.1,0.44,2.49,1
0.11,50.7,0.48,1.7,1
0.18,55.1,0.55,2.9,1
0.14,42.9,0.47,2.25,1
0.18,43.2,0.37,2.15,1
0.13,58.2,0.5,2.73,1
0.19,45.8,0.41,1.5,1
0.19,72.1,0.42,3.14,1
0.16,53.1,0.5,2.06,1
0.12,62.2,0.56,1.88,1
0.13,42,0.49,1.63,1
0.1,65.4,0.37,2.83,1
0.1,59.6,0.56,2.36,1
0.15,52.9,0.36,1.75,1
0.15,54.2,0.41,2.39,1
0.11,57.4,0.52,2.76,1
0.2,63.6,0.39,3.23,1
0.18,67.6,0.56,3.38,1
0.13,42.1,0.42,2.39,1
0.17,51,0.4,3.41,1
0.11,42.2,0.38,3.06,1
0.11,67.2,0.58,2.12,1
0.2,61.4,0.6,3.36,1
0.15,49.9,0.48,3.06,1
0.21,51.2,0.37,2.58,1
0.13,61.7,0.5,2.54,1
0.18,72.4,0.59,2.87,1
0.15,46.3,0.53,1.87,1
0.21,44.5,0.57,3.2,1
0.16,65,0.55,1.98,1
0.1,64.9,0.4,3.18,1
0.12,69.6,0.53,3.5,1
0.16,72.9,0.41,1.79,1
0.18,41,0.36,2.62,1
0.12,44.2,0.58,1.98,1
0.14,44.6,0.4,2.43,1
0.13,63.1,0.45,2.05,1
0.2,71.4,0.4,2.55,1
0.22,67.3,0.51,2.78,1
0.15,65.8,0.48,3.22,1
0.13,73,0.42,3.45,1
0.14,67.9,0.51,3.1,1
0.22,53.9,0.54,2.22,1
0.13,68,0.46,3.14,1
0.1,62.1,0.46,2.02,1
0.12,72.6,0.53,1.52,1
0.15,57.9,0.41,3.09,1
0.16,72.2,0.37,3.15,1
0.15,40.6,0.57,1.85,1
0.15,57.8,0.38,1.56,1
0.12,52.1,0.4,2.61,1
0.12,66.3,0.38,2.17,1
0.12,66.2,0.53,3.42,1
0.14,69.5,0.49,1.56,1
0.13,44.1,0.49,3.31,1
0.1,69.6,0.54,1.78,1
0.21,55.4,0.6,2.82,1
0.13,57.8,0.53,2.63,1
0.15,54.2,0.57,3.14,1
0.23,54.2,0.41,2.95,1
0.22,43.7,0.37,2.94,1
0.21,63.1,0.4,2.89,1
0.14,47,0.49,2.39,1
0.16,43.6,0.38,1.86,1
0.13,44.3,0.36,1.63,1
0.13,42,0.5,3.19,1
0.22,47.8,0.54,2.79,1
0.23,53.3,0.52,1.56,1
0.15,45.9,0.53,3.17,1
0.17,57.6,0.58,2.57,1
0.1,60.2,0.48,1.94,1
0.2,42.4,0.42,1.96,1
0.21,42,0.37,2.21,1
0.16,41.3,0.52,3.11,1
0.17,60,0.41,3.41,1
0.22,47.1,0.45,2.91,1
0.13,63.2,0.48,2.39,1
0.16,50.4,0.56,2.26,1
0.2,64.4,0.39,3.06,1
0.18,54.4,0.57,2.94,1
0.13,48.7,0.37,2.14,1
0.1,58.8,0.49,3.21,1
0.11,59.6,0.52,1.58,1
0.11,64.2,0.36,1.66,1
0.14,51.8,0.39,3.39,1
0.18,64.8,0.56,2.79,1
0.21,64.9,0.38,2.43,1
0.13,52.2,0.46,2.72,1
0.14,72.4,0.46,1.89,1
0.21,72.2,0.47,3.44,1
0.21,60.5,0.58,2.75,1
0.17,50.2,0.56,1.79,1
0.23,49.1,0.49,3.12,1
0.12,47.3,0.53,1.7,1
0.15,66.1,0.57,1.56,1
0.19,69.1,0.54,2.28,1
0.21,63.2,0.43,1.65,1
0.12,52.6,0.47,1.88,1
0.16,40.1,0.44,3.24,1
0.19,60.6,0.37,2.4,1
0.17,46.4,0.46,3.33,1
0.14,62.2,0.49,2.65,1
0.21,55.2,0.53,1.54,1
0.17,43.9,0.4,2.54,1
0.22,55.7,0.43,3.06,1
0.15,40.7,0.55,2.72,1
0.21,68.6,0.55,3.47,1
0.11,67.4,0.58,3.21,1
0.16,61.4,0.59,2.51,1
0.16,63,0.57,3.44,1
0.23,53.3,0.51,2.2,1
0.14,44.9,0.53,1.51,1
0.15,69.6,0.37,2.19,1
0.21,51.3,0.51,2.85,1
0.21,68.9,0.59,3.22,1
0.18,67.4,0.47,1.99,1
0.2,57.4,0.52,2.39,1
0.2,56.6,0.41,2.47,1
0.17,68.4,0.53,2.92,1
0.13,71.5,0.53,2.4,1
0.1,68.2,0.52,2.93,1
0.13,51.5,0.58,1.91,1
0.14,46.1,0.58,3.26,1
0.12,56.6,0.44,3.24,1
0.17,64,0.58,2.8,1
0.23,54,0.41,2.76,1
0.13,42.9,0.5,1.65,1
0.17,44.2,0.46,1.96,1
0.19,63.5,0.54,3.34,1
0.1,51.8,0.6,1.72,1
0.17,52,0.51,2.07,1
0.13,42.5,0.52,1.88,1
0.21,57,0.54,2.94,1
0.1,62.2,0.44,2.53,1
0.12,54.4,0.4,3,1
0.12,61.4,0.55,2.07,1
0.19,44.9,0.39,1.75,1
0.14,71.1,0.49,2.55,1
0.2,49.7,0.51,2.91,1
0.13,51.9,0.58,1.83,1
0.22,41.4,0.59,3.17,1
0.14,41.1,0.39,2.03,1
0.19,56.1,0.59,1.75,1
0.1,53.3,0.5,2.06,1
0.15,52.8,0.55,2.34,1
0.15,43.9,0.45,3.05,1
0.11,55.3,0.46,1.95,1
0.21,40.5,0.58,2.48,1
0.13,59.3,0.39,3.45,1
0.1,59.8,0.59,2.07,1
0.1,60.3,0.51,2.13,1
0.18,54.1,0.59,1.79,1
0.18,70.9,0.44,3.38,1
0.1,50.5,0.5,2.63,1
0.21,50.5,0.37,2.97,1
0.13,65.1,0.47,1.97,1
0.17,48.7,0.46,3.11,1
0.23,72.5,0.37,2.01,1
0.13,46.4,0.59,2.39,1
0.2,46.3,0.47,2.56,1
0.17,43.5,0.46,3.34,1
0.21,66,0.5,2.34,1
0.19,40.1,0.57,1.77,1
0.2,61.1,0.44,2.75,1
0.12,57,0.37,3.01,1
0.12,41.7,0.41,2.9,1
0.15,68.3,0.54,2.7,1
0.2,54.2,0.52,3.38,1
0.17,50.5,0.59,3.18,1
0.17,61.1,0.58,2.31,1
0.17,72.6,0.59,2.82,1
0.11,56.9,0.57,1.56,1
0.19,63.2,0.45,2.38,1
0.12,64,0.42,1.96,1
0.2,45.3,0.41,2.47,1
0.18,41.9,0.41,2.52,1
0.16,73.7,0.57,3.42,1
0.14,66.8,0.57,2.32,1
0.14,67.5,0.54,2.51,1
0.15,71,0.37,2.29,1
0.12,63.5,0.55,1.51,1
0.2,67.9,0.41,1.93,1
0.17,43.3,0.47,3.42,1
0.21,61.3,0.43,2.62,1
0.15,52,0.48,2.78,1
0.16,51.8,0.54,1.66,1
0.11,51.4,0.5,2.6,1
0.21,41.7,0.4,1.71,1
0.18,54.5,0.57,3.44,1
0.12,72.8,0.37,1.82,1
0.23,59,0.6,3.43,1
0.13,72.6,0.36,1.51,1
0.16,48.5,0.48,2.88,1
0.15,69.5,0.6,1.87,1
0.21,43.5,0.46,1.95,1
0.14,73.7,0.55,2.25,1
0.13,51.5,0.56,2.63,1
0.11,47.7,0.51,3.37,1
0.21,73.8,0.49,1.64,1
0.12,42.4,0.58,3.44,1
0.13,69.5,0.48,2.69,1
0.18,55.5,0.38,2.9,1
0.13,72.8,0.37,1.63,1
0.14,50.9,0.37,2.14,1
0.14,44.4,0.49,1.88,1
0.22,64.8,0.52,2.68,1
0.1,54.3,0.45,2.76,1
0.14,46.6,0.4,3.27,1
0.19,57.4,0.39,2.31,1
0.16,54.9,0.59,2.11,1
0.11,58.8,0.54,2.8,1
0.14,66.2,0.56,2.02,1
0.16,43.6,0.39,1.89,1
0.14,43.2,0.44,3.29,1
0.15,67.3,0.42,2.19,1
0.11,60.9,0.45,3.11,1
0.17,63.2,0.52,3.3,1
0.15,62.6,0.46,1.95,1
0.16,71.2,0.42,2.01,1
0.15,61.8,0.52,1.84,1
0.12,60.6,0.49,2.76,1
0.17,55.9,0.59,2.17,1
0.15,68.4,0.37,3.02,1
0.17,61.5,0.38,3.41,1
0.11,72.5,0.39,2.63,1
0.12,51.1,0.6,2.62,1
0.17,51,0.51,2.08,1
0.16,60.7,0.43,1.68,1
0.22,52.5,0.4,1.53,1
0.2,58.8,0.41,3.45,1
0.21,45.1,0.5,1.99,1
0.16,59.7,0.49,2.18,1
0.21,63,0.5,1.59,1
0.21,57.6,0.56,3.39,1
0.18,70.9,0.41,3.31,1
0.17,43.9,0.41,3.04,1
0.14,72.7,0.39,2.56,1
0.16,52.9,0.4,1.97,1
0.13,53.4,0.55,3.1,1
0.16,66.1,0.38,3.2,1
0.2,52.2,0.48,3.15,1
0.22,40,0.38,2.8,1
0.11,68.2,0.44,2.36,1
0.13,43.1,0.57,2.21,1
0.12,60.8,0.51,2.78,1
0.15,71.9,0.55,2.81,1
0.13,60.1,0.49,3.03,1
0.14,52.5,0.51,2.94,1
0.12,47.9,0.5,2.29,1
0.18,43.7,0.47,2.73,1
0.2,71.9,0.48,1.77,1
0.11,68.8,0.58,2.87,1
0.11,73.2,0.47,2.91,1
0.17,44.8,0.44,1.76,1
0.17,60.7,0.44,1.62,1
0.2,69.1,0.6,2.78,1
0.21,67,0.59,3.49,1
0.17,48.8,0.56,2.08,1
0.12,43.1,0.53,2.1,1
0.14,64.5,0.51,3.32,1
0.16,63.4,0.55,2.68,1
0.1,72,0.54,1.78,1
0.21,49.8,0.37,1.95,1
0.23,45,0.43,2.86,1
0.21,45.4,0.39,3.34,1
0.22,62,0.39,2.55,1
0.16,42.6,0.55,1.63,1
0.14,48.2,0.44,2.91,1
0.17,46.6,0.36,1.86,1
0.13,52.9,0.52,2.41,1
0.12,45.9,0.55,1.64,1
0.12,72.1,0.5,2,1
0.22,47,0.56,3.1,1
0.19,64.3,0.47,2.83,1
0.22,45.2,0.56,1.66,1
0.14,56.6,0.56,2.21,1
0.16,68.8,0.4,2.31,1
0.16,55.4,0.59,2.99,1
0.2,44.7,0.45,1.9,1
0.18,49.8,0.54,3.38,1
0.15,59.2,0.56,1.94,1
0.13,59.1,0.41,2.47,1
0.14,69.5,0.42,2.26,1
0.17,46.2,0.53,2.43,1
0.19,54.9,0.41,3.38,1
0.12,56,0.51,2.41,1
0.17,44.1,0.52,2.91,1
0.2,69.2,0.42,3.03,1
0.2,43.9,0.38,2.21,1
0.12,59.5,0.38,1.82,1
0.1,68,0.57,2.13,1
0.18,61.3,0.53,2.29,1
0.1,62.1,0.52,3.09,1
0.14,55.4,0.55,1.78,1
0.19,67.6,0.44,3.08,1
0.11,67.7,0.58,2.26,1
0.19,65.5,0.58,1.83,1
0.13,56.8,0.46,1.92,1
0.13,64.5,0.55,2.15,1
0.22,59.8,0.55,2.24,1
0.22,52.6,0.58,2.43,1
0.22,60.4,0.43,3.25,1
0.19,59.1,0.57,3.05,1
0.12,72.2,0.48,1.61,1
0.21,48.8,0.39,1.78,1
0.22,60.4,0.57,3.18,1
0.12,40.3,0.43,2.48,1
0.15,66.3,0.54,3.08,1
0.19,67.4,0.48,2,1
0.22,53.6,0.52,2.42,1
0.19,48.2,0.38,3.27,1
0.15,73.6,0.38,2.98,1
0.21,52.2,0.42,2.66,1
0.21,72.8,0.53,2.83,1
0.12,49.2,0.46,2.12,1
0.17,50.1,0.5,1.73,1
0.17,51,0.38,3.04,1
0.19,66.5,0.38,2.33,1
0.22,56.5,0.41,2.29,1
0.14,55.6,0.5,3.06,1
0.21,58.7,0.6,2.01,1
0.11,73.2,0.38,2.61,1
0.13,62.3,0.39,3.47,1
0.19,45.7,0.47,2.98,1
0.14,42,0.44,1.91,1
0.12,68.5,0.44,1.64,1
0.12,71,0.58,2.17,1
0.16,43.8,0.55,1.8,1
0.18,52.3,0.53,2.54,1
0.16,58.6,0.37,2.44,1
0.22,71.4,0.38,2.03,1
0.12,71.2,0.45,2.72,1
0.16,72.3,0.49,1.57,1
0.22,66.5,0.43,2.64,1
0.2,67.9,0.41,3.36,1
0.12,46.1,0.4,2.28,1
0.12,64.4,0.41,3.46,1
0.17,43.2,0.49,2.33,1
0.13,61.2,0.37,2.81,1
0.21,67.5,0.39,3.09,1
0.18,41.7,0.37,3.09,1
0.12,69.4,0.58,2.12,1
0.21,57.7,0.39,1.66,1
0.23,45.3,0.52,2.61,1
0.1,56.2,0.54,2.34,1
0.18,69.9,0.56,1.88,1
0.22,59.5,0.41,3.02,1
0.16,52,0.43,2.58,1
0.17,55.6,0.48,2.76,1
0.19,54.5,0.42,3.19,1
0.19,72.1,0.38,2.8,1
0.16,64.6,0.37,1.68,1
0.16,45.4,0.53,3.01,1
0.23,60.8,0.54,2.2,1
0.11,63.2,0.45,3.05,1
0.11,49.9,0.47,1.73,1
0.11,40.4,0.37,2.57,1
0.15,51.3,0.49,2.57,1
0.11,50.9,0.45,1.73,1
0.11,54.5,0.59,3.47,1
0.1,64.2,0.44,3.16,1
0.21,58.1,0.58,2.13,1
0.16,54.1,0.49,2.96,1
0.22,67.2,0.36,3.06,1
0.16,57.9,0.37,2.61,1
0.12,69.7,0.37,1.89,1
0.17,46,0.49,3.24,1
0.21,66.2,0.44,3.4,1
0.17,47.3,0.44,1.81,1
0.18,41.1,0.36,2.32,1
0.15,51.8,0.39,2.57,1
0.2,70.6,0.43,2.84,1
0.17,53.1,0.42,2.57,1
0.12,60.7,0.37,1.74,1
0.13,47,0.58,2.81,1
0.19,47.4,0.4,2.35,1
0.21,63.3,0.38,3.38,1
0.21,46.7,0.58,2.68,1
0.18,67.3,0.52,3.32,1
0.14,49.4,0.44,3.23,1
0.13,62.6,0.48,2.28,1
0.18,51.3,0.57,3.16,1
0.11,49.9,0.37,1.72,1
0.12,63,0.48,2.71,1
0.16,57.6,0.48,1.59,1
0.13,55.6,0.38,1.74,1
0.14,46.2,0.54,2.1,1
0.15,59.2,0.52,3.29,1
0.22,52.3,0.46,2.89,1
0.12,70.9,0.44,1.81,1
0.11,58.7,0.49,2.31,1
0.16,46.6,0.59,2.42,1
0.2,64.3,0.51,3.24,1
0.22,71.7,0.4,1.51,1
0.21,68.5,0.51,1.92,1
0.18,68.9,0.57,2.18,1
0.22,52.1,0.54,2.51,1
0.23,52.9,0.51,2.08,1
0.16,72.1,0.42,1.85,1
0.15,60.4,0.6,2.25,1
0.13,68.6,0.42,3.05,1
0.19,51.1,0.44,2.1,1
0.14,50.1,0.55,1.6,1
0.11,47.9,0.45,2.22,1
0.13,50.1,0.56,1.83,1
0.22,50,0.52,2.96,1
0.15,54.4,0.59,1.86,1
0.13,59.1,0.46,1.95,1
0.13,46,0.38,2.68,1
0.13,58.5,0.51,3.38,1
0.2,61.4,0.45,2.03,1
0.12,59.8,0.51,2.49,1
0.19,42.1,0.52,2.3,1
0.12,59.9,0.36,3.4,1
0.14,50.4,0.49,3.22,1
0.18,53.6,0.55,2.52,1
0.14,42.8,0.54,3.02,1
0.11,57.5,0.56,3.07,1
0.15,48.8,0.49,3.33,1
0.13,60.1,0.58,1.54,1
0.12,41.6,0.55,2.69,1
0.22,65.4,0.48,2.32,1
0.19,44.9,0.46,3.48,1
0.23,61.9,0.54,2.21,1
0.11,47,0.59,2.57,1
0.17,43.1,0.37,2.76,1
0.2,60.8,0.41,2.88,1
0.23,43.8,0.56,2.11,1
0.1,46.2,0.45,3.39,1
0.1,51,0.39,1.64,1
0.18,59.9,0.41,3.16,1
0.12,73.4,0.44,3.44,1
0.12,62.2,0.38,2.7,1
0.2,56.7,0.5,2.94,1
0.15,63.6,0.44,2.92,1
0.14,44.7,0.58,1.88,1
0.12,46.7,0.37,1.99,1
0.17,42.4,0.4,1.52,1
0.13,61.7,0.5,2.06,1
0.22,73.5,0.44,2.82,1
0.1,63.7,0.59,2.86,1
0.15,60.8,0.51,3.48,1
0.21,57.1,0.54,1.85,1
0.17,45.9,0.36,3.35,1
0.22,53.3,0.51,2.18,1
0.13,41.7,0.44,2.75,1
0.22,52.5,0.42,3.02,1
0.19,52.1,0.52,2.01,1
0.2,56.5,0.48,2.38,1
0.22,73.1,0.56,2.21,1
0.12,57.4,0.5,2.16,1
0.2,50.6,0.45,2.72,1
0.11,61.1,0.46,2.83,1
0.12,47.3,0.6,1.58,1
0.15,61.5,0.38,1.67,1
0.16,59.5,0.58,2.18,1
0.19,42.7,0.46,1.79,1
0.17,61.3,0.46,1.93,1
0.17,68.6,0.36,3.01,1
0.15,45.7,0.55,2.7,1
0.15,45,0.55,2.31,1
0.23,47.4,0.57,1.56,1
0.18,46.9,0.53,2.62,1
0.15,54.8,0.56,2.74,1
0.14,50.6,0.44,3.17,1
0.17,58,0.47,1.89,1
0.11,65.5,0.5,2.06,1
0.12,67.6,0.39,3.37,1
0.16,64,0.55,3.34,1
0.17,62.9,0.43,2.57,1
0.18,72.7,0.56,2.22,1
0.11,50.3,0.36,1.75,1
0.13,61.7,0.55,2.13,1
0.11,55.7,0.53,1.96,1
0.1,53,0.46,2.45,1
0.21,44.7,0.49,3.24,1
0.17,72.2,0.43,3.3,1
0.16,60.1,0.53,3.21,1
0.1,55.1,0.39,1.71,1
0.2,55.2,0.4,1.65,1
0.15,72.3,0.42,2.89,1
0.23,58.4,0.58,3.44,1
0.16,44.5,0.44,3,1
0.19,51.8,0.58,3.47,1
0.19,68.2,0.37,3.08,1
0.14,59.7,0.51,1.81,1
0.14,48.1,0.38,1.8,1
0.11,49.1,0.39,2.51,1
0.12,50.9,0.58,1.93,1
0.21,64.8,0.4,1.81,1
